hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,185,2017,July,31,30,2,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,410,NULL,0,Transient,106.85,0,0,Check-Out,2017-08-03
City Hotel,0,4,2017,January,1,2,1,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,NULL,40,0,Transient,65,0,1,Check-Out,2017-01-04
City Hotel,1,274,2015,July,29,18,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-06
City Hotel,1,114,2017,April,15,14,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,145.5,0,0,Canceled,2016-12-22
Resort Hotel,0,7,2015,December,50,7,1,0,2,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,6,NULL,0,Transient,49.4,0,0,Check-Out,2015-12-08
City Hotel,0,315,2016,September,38,17,1,1,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,1,No Deposit,1,NULL,38,Transient-Party,65,0,1,Check-Out,2016-09-19
City Hotel,0,108,2017,June,22,1,0,1,2,0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,108,0,0,Check-Out,2017-06-02
Resort Hotel,0,221,2015,October,41,10,1,1,1,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,208,NULL,0,Transient-Party,64,0,0,Check-Out,2015-10-12
Resort Hotel,1,9,2017,March,10,11,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Transient,48,0,0,Canceled,2017-03-10
Resort Hotel,0,10,2017,February,6,6,1,1,1,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,NULL,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
City Hotel,1,33,2016,May,20,9,1,3,2,1,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,143.1,0,0,Canceled,2016-04-07
City Hotel,0,46,2016,November,47,13,2,1,1,0,0,BB,JPN,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,79.2,0,0,Check-Out,2016-11-16
City Hotel,1,179,2016,August,36,31,0,2,2,1,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,127.8,0,0,Canceled,2016-06-29
Resort Hotel,1,304,2017,June,23,8,2,3,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,298,NULL,0,Transient,66,0,0,Canceled,2017-03-20
City Hotel,1,25,2017,March,12,20,1,3,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,134.3,0,0,Canceled,2017-03-01
Resort Hotel,0,81,2017,August,33,18,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40,NULL,0,Contract,137,0,0,Check-Out,2017-08-25
City Hotel,1,43,2017,July,30,28,1,2,2,1,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,NULL,0,Transient,210,0,1,Canceled,2017-06-20
City Hotel,0,102,2016,October,42,9,1,0,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,NULL,0,Transient,108,0,1,Check-Out,2016-10-10
City Hotel,1,47,2016,April,16,12,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9,NULL,0,Transient,99.9,0,0,Canceled,2016-03-21
Resort Hotel,0,167,2016,July,31,24,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40,NULL,0,Contract,92.1,0,0,Check-Out,2016-07-31
City Hotel,0,94,2017,March,10,8,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,71.1,0,1,Check-Out,2017-03-11
Resort Hotel,0,0,2017,March,10,5,0,0,2,0,0,BB,BEL,Direct,Direct,1,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,0,0,0,Check-Out,2017-03-05
City Hotel,0,198,2017,June,26,25,2,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,NULL,0,Transient,99,0,2,Check-Out,2017-06-29
City Hotel,0,133,2017,April,16,19,0,4,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390,NULL,0,Transient-Party,124,0,0,Check-Out,2017-04-23
City Hotel,1,297,2015,August,33,10,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
City Hotel,0,0,2016,December,51,11,1,0,3,0,0,BB,SWE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,138,0,0,Check-Out,2016-12-12
Resort Hotel,0,90,2015,July,29,12,2,5,2,0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5,NULL,0,Transient-Party,117.22,0,1,Check-Out,2015-07-12
Resort Hotel,0,134,2017,August,34,22,0,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,239,0,2,Check-Out,2017-08-27
City Hotel,0,161,2017,May,21,25,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,126,0,2,Check-Out,2017-05-28
City Hotel,1,303,2016,August,34,19,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,0,Transient-Party,78,0,0,Canceled,2016-07-19
City Hotel,0,164,2015,October,40,2,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19,NULL,0,Transient-Party,100,0,0,Check-Out,2015-10-04
City Hotel,0,184,2017,July,28,11,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,120.6,0,1,Check-Out,2017-07-18
City Hotel,0,28,2017,April,17,29,0,1,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,115,0,1,Check-Out,2017-04-30
City Hotel,0,123,2016,July,32,31,3,5,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,NULL,0,Transient,96.9,0,2,Check-Out,2016-08-08
City Hotel,1,84,2017,August,32,6,2,1,2,1,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,160,0,0,Canceled,2017-06-05
City Hotel,0,29,2016,October,41,5,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,152,0,2,Check-Out,2016-10-07
City Hotel,1,0,2016,May,21,20,0,1,3,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,NULL,NULL,0,Transient,176,0,0,Canceled,2016-05-20
Resort Hotel,1,166,2016,June,25,13,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,72,0,0,Canceled,2016-01-25
City Hotel,0,139,2017,August,33,15,0,4,2,3,0,HB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,NULL,14,0,Transient,300,0,1,Check-Out,2017-08-19
City Hotel,0,465,2017,July,30,26,0,3,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,112.67,0,1,Check-Out,2017-07-29
Resort Hotel,0,0,2017,August,33,15,0,1,2,0,0,BB,FRA,Direct,TA/TO,1,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,174,0,1,Check-Out,2017-08-16
City Hotel,1,18,2016,February,8,19,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,86,NULL,0,Transient,69,0,0,No-Show,2016-02-19
City Hotel,0,269,2016,December,53,29,2,3,1,0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12,NULL,0,Transient-Party,70,0,1,Check-Out,2017-01-03
City Hotel,0,47,2015,November,45,5,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,105.5,0,2,Check-Out,2015-11-07
City Hotel,1,235,2017,May,21,26,1,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,107.1,0,1,Canceled,2017-01-05
Resort Hotel,0,29,2016,October,44,26,0,3,2,0,0,HB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,72,0,0,Check-Out,2016-10-29
City Hotel,1,629,2017,March,13,30,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
City Hotel,1,123,2015,July,29,13,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,76.5,0,1,Canceled,2015-06-30
City Hotel,0,21,2015,September,36,3,0,2,2,0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,105,0,0,Check-Out,2015-09-05
Resort Hotel,1,113,2016,January,1,2,0,1,2,0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,305,NULL,0,Transient,72,0,0,Canceled,2015-11-16
City Hotel,0,0,2015,November,45,2,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Contract,104,0,1,Check-Out,2015-11-04
City Hotel,0,4,2017,May,18,2,0,2,1,0,0,BB,PRT,Corporate,Corporate,1,6,62,A,A,1,No Deposit,NULL,40,0,Transient,65,0,1,Check-Out,2017-05-04
City Hotel,1,336,2015,September,38,18,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,1,Non Refund,6,NULL,0,Transient-Party,80,0,0,Canceled,2015-07-06
City Hotel,0,213,2017,August,35,28,1,3,1,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,19,NULL,0,Transient-Party,104,0,0,Check-Out,2017-09-01
City Hotel,0,189,2016,May,21,19,0,3,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,65,0,1,Check-Out,2016-05-22
Resort Hotel,1,14,2016,March,12,19,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,NULL,0,Transient,29,0,0,Canceled,2016-03-05
City Hotel,1,105,2016,April,15,6,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,0,Transient,75,0,0,Canceled,2016-01-18
City Hotel,1,34,2015,October,42,15,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Transient,108.9,0,0,Canceled,2015-09-12
Resort Hotel,0,3,2017,February,6,10,0,2,2,0,0,Undefined,BRA,Direct,Direct,0,0,0,A,C,1,No Deposit,250,NULL,0,Transient-Party,122,0,1,Check-Out,2017-02-12
City Hotel,0,261,2017,July,30,26,0,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,89,0,0,Check-Out,2017-07-29
Resort Hotel,1,150,2016,June,23,3,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,99,0,1,Canceled,2016-04-23
City Hotel,1,151,2017,May,19,13,2,2,2,0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,95,0,0,Canceled,2016-12-13
Resort Hotel,1,48,2017,June,26,26,3,7,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,No Deposit,531,NULL,0,Transient,76,0,0,Canceled,2017-05-12
City Hotel,1,14,2016,January,4,18,5,10,1,0,0,BB,ZAF,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,NULL,0,Transient,75.47,0,0,No-Show,2016-01-18
City Hotel,1,342,2015,September,39,24,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
City Hotel,0,55,2016,October,42,13,0,3,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,102.04,0,4,Check-Out,2016-10-16
Resort Hotel,0,45,2016,March,10,5,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196,NULL,0,Transient-Party,25,0,1,Check-Out,2016-03-07
Resort Hotel,0,285,2016,September,39,20,2,5,2,0,0,BB,IRL,Groups,TA/TO,0,0,0,D,D,1,No Deposit,96,NULL,0,Transient,78,0,1,Check-Out,2016-09-27
City Hotel,1,28,2016,October,42,13,0,1,3,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,E,0,No Deposit,234,NULL,0,Transient-Party,250,0,0,Canceled,2016-10-06
Resort Hotel,0,96,2015,July,30,20,1,3,2,0,0,HB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,157,1,0,Check-Out,2015-07-24
City Hotel,1,192,2015,September,39,25,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,19.15,0,0,Canceled,2015-08-13
City Hotel,0,81,2015,October,43,24,2,3,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,89.25,0,2,Check-Out,2015-10-29
Resort Hotel,0,80,2016,October,43,18,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,66,1,1,Check-Out,2016-10-20
Resort Hotel,1,244,2015,September,36,3,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,19,0,A,A,0,Non Refund,NULL,NULL,0,Transient,36,0,0,Canceled,2015-04-29
City Hotel,0,136,2017,June,22,1,1,3,2,0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,85,0,0,Check-Out,2017-06-05
City Hotel,0,253,2016,December,50,8,0,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,78.3,0,2,Check-Out,2016-12-11
City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,120,0,0,Canceled,2016-04-27
Resort Hotel,1,72,2016,February,6,6,2,1,2,0,0,HB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient-Party,73.33,0,0,Canceled,2016-01-19
City Hotel,1,321,2015,September,36,3,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Contract,62,0,0,Canceled,2015-01-01
City Hotel,1,117,2017,May,18,6,2,1,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,96,0,0,Canceled,2017-01-09
Resort Hotel,0,7,2016,January,2,4,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,66,0,1,Check-Out,2016-01-09
City Hotel,1,359,2015,October,42,11,2,0,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,2015-01-30
City Hotel,1,153,2017,June,25,21,0,4,1,0,0,BB,PRT,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,NULL,348,0,Transient,110,0,0,Canceled,2017-01-19
City Hotel,0,11,2016,August,33,13,2,5,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,143.86,0,1,Check-Out,2016-08-20
City Hotel,0,14,2015,October,42,15,0,2,1,0,0,BB,SVN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,99,NULL,0,Transient-Party,100,0,0,Check-Out,2015-10-17
Resort Hotel,1,129,2016,June,24,10,1,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,161,0,1,Canceled,2016-06-09
City Hotel,1,117,2017,August,34,22,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,3,No Deposit,98,NULL,0,Transient-Party,115,0,0,No-Show,2017-08-22
City Hotel,0,16,2016,July,27,1,0,2,3,0,0,BB,CN,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,187,0,3,Check-Out,2016-07-03
City Hotel,1,186,2017,April,16,22,1,1,2,0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,99,0,0,Canceled,2016-10-18
City Hotel,0,17,2015,September,36,3,0,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,B,B,0,No Deposit,14,NULL,0,Transient,89.25,0,1,Check-Out,2015-09-06
City Hotel,1,115,2016,March,13,20,2,0,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41,NULL,22,Transient,70,0,0,Canceled,2015-12-18
Resort Hotel,1,65,2017,April,15,10,1,5,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,2,No Deposit,314,NULL,0,Transient,103.68,0,0,Canceled,2017-04-08
Resort Hotel,0,6,2015,July,29,17,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142,NULL,0,Contract,128.27,0,0,Check-Out,2015-07-20
Resort Hotel,1,167,2016,August,34,16,0,5,3,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196,NULL,0,Transient,131,0,0,Canceled,2016-03-08
Resort Hotel,0,77,2015,October,43,19,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,314,NULL,0,Contract,36,0,0,Check-Out,2015-10-26
City Hotel,0,40,2015,October,43,21,1,4,2,2,0,SC,FRA,Online TA,TA/TO,0,0,0,F,G,1,No Deposit,9,NULL,0,Contract,150.12,0,2,Check-Out,2015-10-26
City Hotel,1,93,2015,December,52,26,2,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,NULL,0,Contract,106.2,0,1,Canceled,2015-10-05
Resort Hotel,1,257,2017,August,33,18,2,5,3,0,0,HB,PRT,Direct,Direct,0,0,0,D,D,4,No Deposit,250,NULL,0,Transient,231.6,0,0,Canceled,2017-04-11
City Hotel,1,135,2017,June,26,30,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30,NULL,0,Transient,120,0,0,Canceled,2017-02-15
City Hotel,0,40,2016,September,37,10,1,1,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,134.1,0,1,Check-Out,2016-09-12
Resort Hotel,0,0,2015,August,34,19,0,1,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240,NULL,0,Transient,165,0,3,Check-Out,2015-08-20
Resort Hotel,0,30,2016,September,38,12,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,153,1,1,Check-Out,2016-09-14
Resort Hotel,1,468,2016,May,20,12,0,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,249,NULL,0,Transient-Party,67,0,0,Canceled,2016-03-04
City Hotel,0,107,2016,October,41,3,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85,NULL,0,Transient,80.75,0,0,Check-Out,2016-10-07
Resort Hotel,1,14,2017,April,15,14,1,2,2,2,0,HB,GBR,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,243,0,0,Canceled,2017-04-06
City Hotel,0,168,2017,July,26,1,2,1,3,0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,153.9,0,1,Check-Out,2017-07-04
Resort Hotel,0,116,2016,December,53,30,1,2,2,1,0,BB,PRT,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,192.67,1,1,Check-Out,2017-01-02
City Hotel,0,7,2016,March,14,30,0,1,2,1,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119,0,0,Check-Out,2016-03-31
City Hotel,1,33,2016,March,10,2,0,4,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,73.1,0,0,Canceled,2016-02-01
City Hotel,0,215,2016,November,48,21,1,1,1,0,0,BB,NOR,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,233,0,Transient,75,0,0,Check-Out,2016-11-23
City Hotel,0,133,2016,September,39,19,1,4,2,1,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,156.15,0,3,Check-Out,2016-09-24
City Hotel,0,1,2017,May,18,4,0,1,2,2,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,260,0,0,Check-Out,2017-05-05
City Hotel,0,17,2016,February,7,13,2,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,61.88,0,1,Check-Out,2016-02-17
Resort Hotel,0,110,2016,September,37,9,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,133,0,2,Check-Out,2016-09-14
Resort Hotel,0,181,2016,June,26,24,3,7,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Transient,75.8,0,0,Check-Out,2016-07-04
City Hotel,1,28,2017,March,9,2,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,95,0,0,Canceled,2017-02-02
City Hotel,1,419,2016,September,36,1,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-10-21
City Hotel,0,28,2017,April,17,28,0,2,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,92,0,1,Check-Out,2017-04-30
City Hotel,1,8,2017,February,9,28,2,6,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient,60,0,0,Canceled,2017-02-22
City Hotel,0,418,2016,September,40,26,1,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,NULL,223,Transient-Party,107,0,0,Check-Out,2016-09-29
City Hotel,0,0,2015,August,35,25,0,2,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,1,No Deposit,NULL,45,0,Transient,0,0,0,Check-Out,2015-08-27
City Hotel,0,124,2017,January,1,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93.6,0,1,Check-Out,2017-01-08
City Hotel,0,1,2016,June,23,2,0,2,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,NULL,174,0,Transient-Party,119,0,1,Check-Out,2016-06-04
City Hotel,0,135,2015,September,38,14,1,2,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient-Party,90,0,0,Check-Out,2015-09-17
Resort Hotel,1,386,2016,October,43,20,1,3,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,49,0,0,Canceled,2016-09-14
Resort Hotel,0,70,2016,August,32,3,2,5,1,2,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,176.78,0,0,Check-Out,2016-08-10
City Hotel,0,3,2016,December,50,5,1,2,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,NULL,227,0,Transient,79,0,0,Check-Out,2016-12-08
City Hotel,1,393,2017,April,16,22,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,2016-04-17
Resort Hotel,1,393,2016,October,41,8,2,2,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,68,NULL,0,Transient,72,0,0,Canceled,2015-12-17
City Hotel,0,103,2016,December,53,31,2,1,3,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28,NULL,0,Transient,205,0,0,Check-Out,2017-01-03
Resort Hotel,1,84,2015,August,31,1,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175,NULL,0,Transient-Party,118.06,0,0,Canceled,2015-05-12
Resort Hotel,1,34,2015,August,33,14,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,271,0,0,Canceled,2015-08-04
Resort Hotel,0,158,2016,November,46,12,2,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,11,NULL,0,Transient,51,1,0,Check-Out,2016-11-15
City Hotel,0,301,2016,July,31,30,1,1,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,90,0,0,Check-Out,2016-08-01
Resort Hotel,0,17,2015,December,52,22,0,4,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,95,NULL,0,Transient,80,0,1,Check-Out,2015-12-26
City Hotel,1,10,2016,May,21,18,0,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,NULL,0,Transient,119.5,0,0,Canceled,2016-05-17
Resort Hotel,0,133,2016,November,48,20,2,5,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,314,NULL,0,Transient-Party,36.64,0,1,Check-Out,2016-11-27
Resort Hotel,0,0,2015,October,41,4,1,0,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240,NULL,0,Transient,86,1,0,Check-Out,2015-10-05
City Hotel,1,243,2017,July,30,26,0,4,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,110,0,0,Canceled,2016-11-25
Resort Hotel,0,21,2016,February,6,5,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,E,2,No Deposit,NULL,NULL,0,Transient,35,0,1,Check-Out,2016-02-07
