edad,sexo,alfabeto,sistema_salud,nivel_educativo,ocupacion_jerarquia,estado_civil,ingreso_15k
42,hombre,Si,Ns./Nr.,Secundaria Incompleta,Cuenta propia,3,si
43,hombre,Si,Planes y seguros públicos,Secundaria Incompleta,Cuenta propia,1,si
44,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,si
39,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,4,si
41,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,4,si
61,hombre,Si,Planes y seguros públicos,Primaria Completa,Cuenta propia,2,no
42,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
58,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Director,1,si
48,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
48,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
59,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,1,si
46,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
60,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
38,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,no
50,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
67,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
29,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
54,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
60,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,3,si
67,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
32,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,no
19,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
47,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
54,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
51,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
27,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
55,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
52,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,1,si
67,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,2,si
51,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,4,si
52,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,3,si
66,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
44,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,1,si
53,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,5,no
54,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Superior Universitaria Completa,Cuenta propia,2,no
61,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,2,no
68,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
24,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
59,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,2,si
NA,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
70,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,1,no
51,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
53,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,no
75,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,2,si
55,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Director,4,si
22,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,si
NA,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
57,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
62,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
41,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Superior Universitaria Completa,Cuenta propia,4,no
62,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,2,no
66,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
40,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
63,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Superior Universitaria Incompleta,Cuenta propia,5,no
30,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
52,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
54,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
52,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
33,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
29,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
75,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
42,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,si
30,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,4,no
33,mujer,Si,No paga ni le descuentan,NA,Cuenta propia,3,no
71,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
53,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
65,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,5,si
65,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,si
57,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
22,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,si
32,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
29,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
42,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,4,no
68,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,no
25,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
64,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,5,no
41,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,3,si
40,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,4,si
39,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,4,si
60,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,1,si
56,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
48,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
39,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
28,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
61,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
46,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
34,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
75,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
49,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,si
47,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
41,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
54,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
51,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,3,si
23,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,si
34,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,4,si
64,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
43,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,4,no
63,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Superior Universitaria Completa,Cuenta propia,1,si
76,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
27,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
74,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,si
24,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,3,no
NA,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,no
36,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,3,si
43,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,si
45,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
33,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
40,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
34,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,2,no
41,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,3,si
38,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
44,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
40,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,si
29,hombre,Si,Obra social y mutual/prepaga/servicio de emergencia.,Superior Universitaria Completa,Cuenta propia,3,si
49,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,3,si
63,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,si
32,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,4,no
52,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
55,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
44,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
67,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,2,no
67,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,si
35,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,3,si
59,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
72,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,no
58,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
39,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,4,si
29,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,3,si
53,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
77,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
37,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Incompleta,Cuenta propia,4,si
44,hombre,Si,Obra social (incluye PAMI),NA,Cuenta propia,2,si
NA,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
65,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,2,si
35,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
59,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,1,si
35,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,si
36,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
51,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,si
51,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
35,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
31,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
63,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,2,no
64,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,4,si
59,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Director,4,si
80,mujer,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Completa,Cuenta propia,5,no
22,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
66,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
49,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,si
52,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
51,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
45,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
62,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,si
49,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Director,1,si
30,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
42,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
40,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
55,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
24,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
44,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,1,no
NA,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
32,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,2,no
60,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
54,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
63,hombre,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,4,si
70,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
20,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
21,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
18,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
19,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,no
41,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
48,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,2,no
51,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
47,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Incompleta,Cuenta propia,3,si
37,mujer,Si,No paga ni le descuentan,NA,Cuenta propia,3,no
65,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,no
30,mujer,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,si
54,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
52,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
64,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
40,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,3,no
62,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
43,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
60,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
58,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
36,hombre,Si,Obra social (incluye PAMI),NA,Cuenta propia,4,no
62,mujer,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Director,5,no
33,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,no
44,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Director,5,si
47,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
48,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
51,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,2,no
17,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,3,no
40,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
20,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
29,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
25,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
70,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,2,no
18,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,no
47,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Trabajador asalariado,4,no
39,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,2,no
39,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,4,si
47,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
48,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,si
26,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,3,si
33,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Director,4,no
62,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,3,no
25,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
50,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,1,no
22,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
NA,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
46,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
61,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,2,no
30,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
35,mujer,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,3,no
73,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,5,no
44,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
35,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
64,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
37,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,si
41,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
54,hombre,Si,Obra social y mutual/prepaga/servicio de emergencia.,Secundaria Incompleta,Cuenta propia,1,si
62,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,5,no
42,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,si
19,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,si
64,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
25,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,3,si
46,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
43,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,4,no
42,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,otro,4,no
34,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
72,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
51,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Trabajador asalariado,1,no
34,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
63,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,5,si
NA,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,3,no
38,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,5,si
40,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
21,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Director,3,no
36,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
37,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,1,no
62,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
36,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
50,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
29,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
59,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,2,no
45,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,3,no
69,hombre,No,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
32,hombre,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,2,no
58,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,si
45,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,no
46,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
73,mujer,Si,Obra social (incluye PAMI),Primaria Incompleta(incluye educación especial),Cuenta propia,2,no
42,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Incompleta,Cuenta propia,4,si
46,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,4,no
58,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
NA,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
64,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
52,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,si
49,mujer,Si,No paga ni le descuentan,Superior Universitaria Completa,Cuenta propia,4,no
37,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,si
24,mujer,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,3,no
40,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
65,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,4,no
44,hombre,No,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,4,no
30,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
49,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,3,no
62,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,no
65,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
51,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Director,1,si
25,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
37,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,1,no
58,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
34,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Trabajador asalariado,3,no
51,mujer,Si,Mutual / Prepaga / Servicio de emergencia,NA,Director,1,si
43,mujer,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Director,4,si
64,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,si
66,mujer,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
63,hombre,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
53,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
NA,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
53,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Secundaria Completa,Cuenta propia,1,si
51,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,3,no
33,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
62,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
39,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
40,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,si
34,mujer,Si,No paga ni le descuentan,Superior Universitaria Incompleta,Cuenta propia,4,no
65,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,2,no
27,hombre,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,no
67,mujer,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,1,no
28,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,3,no
57,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,si
68,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,1,no
28,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Cuenta propia,4,no
54,hombre,Si,Obra social (incluye PAMI),Superior Universitaria Completa,Cuenta propia,1,no
55,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,3,no
62,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Superior Universitaria Completa,Cuenta propia,1,si
45,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
50,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,1,no
NA,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,3,si
32,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,4,no
76,hombre,Si,Obra social (incluye PAMI),Primaria Completa,Cuenta propia,4,no
56,mujer,Si,Obra social (incluye PAMI),Secundaria Incompleta,Cuenta propia,2,si
58,hombre,Si,No paga ni le descuentan,Secundaria Completa,Cuenta propia,1,no
60,hombre,Si,No paga ni le descuentan,Primaria Incompleta(incluye educación especial),Cuenta propia,1,no
NA,hombre,Si,No paga ni le descuentan,Secundaria Incompleta,Director,1,no
53,mujer,Si,Obra social (incluye PAMI),Secundaria Completa,Cuenta propia,2,no
25,hombre,Si,No paga ni le descuentan,Primaria Completa,Cuenta propia,4,no
NA,hombre,Si,Mutual / Prepaga / Servicio de emergencia,Primaria Completa,Cuenta propia,1,no
